Timestamp,ParticipantID,BetweenCondition,GroupType,ConditionOrder,ConditionName,StudyPhase,HMD_X,HMD_Y,HMD_Z,HMD_Roll,HMD_Pitch,HMD_Yaw,LeftController_IsTracked,LeftController_X,LeftController_Y,LeftController_Z,LeftController_Roll,LeftController_Pitch,LeftController_Yaw,RightController_IsTracked,RightController_X,RightController_Y,RightController_Z,RightController_Roll,RightController_Pitch,RightController_Yaw
422.075,34,VR,B,1,Control Condition,Running Visualization,44.586,-37.209,157.481,-2.712,-18.039,69.531,1,22.095,27.779,110.604,13.444,-10.253,-27.649,1,22.446,35.640,117.694,-3.679,0.573,-15.244
422.573,34,VR,B,1,Control Condition,Running Visualization,47.933,-36.591,157.875,-2.036,-16.071,66.216,1,21.380,24.048,109.818,13.893,-11.654,-29.722,1,22.373,31.923,116.516,-4.894,-2.129,-17.884
423.060,34,VR,B,1,Control Condition,Running Visualization,43.763,-31.646,157.399,-1.550,-20.467,47.066,1,23.586,25.758,110.667,14.066,-11.085,-48.926,1,27.410,32.884,115.578,-6.352,-8.717,-34.567
423.573,34,VR,B,1,Control Condition,Running Visualization,36.148,-27.140,156.169,-1.267,-25.129,31.608,1,24.387,34.436,109.497,15.235,-13.576,-62.535,1,29.514,39.958,113.534,-8.569,-15.565,-49.773
424.059,34,VR,B,1,Control Condition,Running Visualization,35.771,-31.158,159.109,0.738,-10.840,24.583,1,22.419,32.314,110.880,15.373,-10.467,-63.737,1,27.345,37.432,114.351,-7.749,-14.340,-52.486
424.559,34,VR,B,1,Control Condition,Running Visualization,36.102,-34.007,160.097,1.446,-5.526,21.238,1,19.795,31.347,111.255,15.278,-10.100,-65.028,1,25.158,36.293,114.110,-7.800,-14.230,-53.366
425.067,34,VR,B,1,Control Condition,Running Visualization,36.217,-34.675,160.015,1.015,-6.214,20.255,1,19.037,31.565,111.470,14.876,-10.282,-65.876,1,24.281,36.280,113.821,-8.300,-14.447,-54.756
425.571,34,VR,B,1,Control Condition,Running Visualization,36.326,-34.834,159.904,1.227,-6.712,19.519,1,18.286,31.493,111.545,15.169,-10.366,-67.002,1,23.577,35.975,113.789,-8.213,-14.573,-56.301
426.070,34,VR,B,1,Control Condition,Running Visualization,37.271,-35.012,158.846,0.647,-13.145,20.555,1,18.343,30.936,111.543,14.678,-10.252,-66.891,1,23.396,35.404,113.780,-9.151,-14.852,-56.859
426.572,34,VR,B,1,Control Condition,Running Visualization,37.620,-36.687,156.945,-0.144,-23.654,13.757,1,16.052,30.614,111.794,14.878,-10.097,-71.887,1,21.053,34.786,113.905,-10.147,-15.150,-63.302
