Timestamp,ParticipantID,BetweenCondition,GroupType,ConditionOrder,ConditionName,StudyPhase,HMD_X,HMD_Y,HMD_Z,HMD_Roll,HMD_Pitch,HMD_Yaw,LeftController_IsTracked,LeftController_X,LeftController_Y,LeftController_Z,LeftController_Roll,LeftController_Pitch,LeftController_Yaw,RightController_IsTracked,RightController_X,RightController_Y,RightController_Z,RightController_Roll,RightController_Pitch,RightController_Yaw
407.244,66,AR,A,1,Control Condition,Running Visualization,170.961,-56.793,161.896,4.446,-3.378,115.575,1,12.484,-102.952,81.607,79.924,-24.987,10.209,1,5.157,-75.535,124.335,-19.859,-0.731,17.673
407.729,66,AR,A,1,Control Condition,Running Visualization,171.731,-57.375,162.373,3.861,-1.802,116.006,1,12.435,-103.804,81.380,80.288,-24.658,9.489,1,4.886,-74.653,122.741,-22.072,-1.801,22.242
408.227,66,AR,A,1,Control Condition,Running Visualization,171.083,-57.608,162.720,4.423,-0.574,119.702,1,11.726,-105.516,80.930,92.372,-21.665,9.342,1,0.423,-68.101,107.360,-23.973,-22.398,48.699
408.728,66,AR,A,1,Control Condition,Running Visualization,170.568,-57.849,162.578,4.609,-1.041,125.010,1,11.603,-105.125,81.492,93.480,-23.782,9.817,1,-6.268,-67.426,92.138,-45.711,-31.903,64.411
409.228,66,AR,A,1,Control Condition,Running Visualization,170.083,-58.678,161.221,3.767,-6.789,163.258,1,15.956,-97.340,81.130,97.034,-28.298,41.091,1,-25.920,-75.062,81.722,-71.361,-38.369,117.365
409.730,66,AR,A,1,Control Condition,Running Visualization,174.463,-55.600,158.511,4.320,-18.928,179.997,1,16.102,-91.819,81.711,87.101,-26.411,74.429,1,-34.375,-98.951,79.236,-79.990,-38.593,169.366
410.229,66,AR,A,1,Control Condition,Running Visualization,181.800,-61.052,158.042,2.737,-21.578,175.091,1,9.762,-96.608,82.692,80.229,-18.674,70.216,1,-34.708,-95.491,82.254,-68.316,-31.873,132.275
410.730,66,AR,A,1,Control Condition,Running Visualization,187.639,-64.770,156.988,2.837,-25.275,165.969,1,8.715,-108.603,82.329,77.776,-14.966,48.357,1,-38.705,-105.017,79.928,-75.866,-36.902,125.057
411.228,66,AR,A,1,Control Condition,Running Visualization,189.929,-60.034,156.597,5.324,-30.134,157.157,1,14.469,-117.671,80.755,80.581,-40.734,25.642,1,-32.887,-106.207,79.822,-76.252,-37.486,120.588
411.731,66,AR,A,1,Control Condition,Running Visualization,196.233,-52.929,156.116,8.065,-31.576,136.854,1,17.160,-125.020,80.420,94.287,-43.454,31.487,1,-21.991,-104.576,80.010,-73.494,-37.300,100.767
