Timestamp,ParticipantID,BetweenCondition,GroupType,ConditionOrder,ConditionName,StudyPhase,HMD_X,HMD_Y,HMD_Z,HMD_Roll,HMD_Pitch,HMD_Yaw,LeftController_IsTracked,LeftController_X,LeftController_Y,LeftController_Z,LeftController_Roll,LeftController_Pitch,LeftController_Yaw,RightController_IsTracked,RightController_X,RightController_Y,RightController_Z,RightController_Roll,RightController_Pitch,RightController_Yaw
380.294,46,VR,A,1,Control Condition,Running Visualization,12.706,21.261,153.964,-7.151,-10.982,32.221,1,50.278,40.680,115.994,-1.992,-24.129,-118.271,1,95.777,59.609,120.472,-6.704,-1.137,-35.883
380.778,46,VR,A,1,Control Condition,Running Visualization,16.218,16.767,151.145,-2.292,-27.369,-20.954,1,36.105,57.045,116.845,1.884,-23.216,-157.004,1,94.539,47.330,119.019,-4.495,-1.493,-48.410
381.277,46,VR,A,1,Control Condition,Running Visualization,11.798,13.829,149.142,-2.494,-33.185,-34.038,1,36.724,67.144,114.718,3.835,-25.729,-164.686,1,85.591,49.878,113.686,-9.871,-10.595,-67.719
381.778,46,VR,A,1,Control Condition,Running Visualization,12.897,18.927,148.920,-2.731,-32.508,-43.253,1,41.210,70.325,115.234,3.803,-23.769,-174.093,1,82.872,44.378,113.321,-8.282,-10.412,-82.996
382.291,46,VR,A,1,Control Condition,Running Visualization,18.270,26.742,147.211,-0.328,-37.373,-46.994,1,50.705,67.349,113.535,5.767,-26.114,-176.497,1,91.030,38.761,110.963,-11.589,-14.479,-85.835
382.777,46,VR,A,1,Control Condition,Running Visualization,13.537,25.767,148.591,1.122,-33.867,-44.027,1,49.297,69.121,115.667,4.353,-24.071,-170.334,1,90.189,45.150,111.485,-8.903,-16.500,-84.932
383.277,46,VR,A,1,Control Condition,Running Visualization,9.473,26.952,149.286,-0.620,-30.393,-35.750,1,48.950,70.299,115.799,3.089,-23.602,-165.417,1,92.122,50.648,110.889,-8.404,-18.209,-81.133
383.777,46,VR,A,1,Control Condition,Running Visualization,11.687,28.065,148.409,-0.519,-35.387,-36.457,1,48.361,71.309,115.675,6.216,-23.373,-171.707,1,95.740,48.927,110.083,-9.111,-20.672,-77.892
384.277,46,VR,A,1,Control Condition,Running Visualization,11.512,28.441,148.644,-0.937,-33.785,-32.657,1,48.370,70.258,115.657,5.448,-23.475,-169.510,1,95.824,49.525,110.004,-7.755,-21.141,-77.233
384.790,46,VR,A,1,Control Condition,Running Visualization,9.210,29.117,148.973,0.071,-32.484,-37.221,1,49.035,72.735,116.431,3.816,-22.731,-171.245,1,96.664,50.285,110.313,-5.753,-21.449,-78.415
385.290,46,VR,A,1,Control Condition,Running Visualization,6.541,28.955,148.659,1.157,-33.988,-42.883,1,48.915,77.664,116.968,3.778,-21.968,-175.976,1,94.812,51.436,110.380,-5.375,-21.230,-82.886
385.790,46,VR,A,1,Control Condition,Running Visualization,5.908,29.083,148.718,0.814,-33.693,-41.750,1,48.211,79.152,117.214,2.962,-21.846,-177.426,1,94.682,51.831,110.672,-5.237,-20.671,-82.811
386.277,46,VR,A,1,Control Condition,Running Visualization,5.550,29.594,149.164,0.613,-32.184,-40.479,1,47.819,78.853,117.714,1.770,-21.158,-176.889,1,95.403,51.613,111.077,-4.265,-19.781,-81.474
386.777,46,VR,A,1,Control Condition,Running Visualization,4.833,29.604,149.776,3.174,-29.348,-46.670,1,47.366,79.382,118.832,0.161,-19.755,-178.637,1,95.400,50.922,111.508,-2.975,-18.898,-82.137
387.277,46,VR,A,1,Control Condition,Running Visualization,4.499,29.472,149.448,3.389,-31.015,-49.574,1,47.408,82.536,118.700,1.128,-19.990,176.099,1,94.250,50.780,111.383,-3.315,-19.241,-84.834
