Timestamp,ParticipantID,BetweenCondition,GroupType,ConditionOrder,ConditionName,StudyPhase,HMD_X,HMD_Y,HMD_Z,HMD_Roll,HMD_Pitch,HMD_Yaw,LeftController_IsTracked,LeftController_X,LeftController_Y,LeftController_Z,LeftController_Roll,LeftController_Pitch,LeftController_Yaw,RightController_IsTracked,RightController_X,RightController_Y,RightController_Z,RightController_Roll,RightController_Pitch,RightController_Yaw
584.477,55,AR,B,1,Control Condition,Running Visualization,185.097,-72.392,144.867,-1.129,-4.480,118.838,1,-3.491,-102.422,97.456,-22.959,-10.021,16.990,1,-10.983,-93.812,107.782,-10.765,3.506,24.294
584.962,55,AR,B,1,Control Condition,Running Visualization,184.140,-72.028,144.934,-0.623,-4.324,118.427,1,-3.123,-102.183,97.328,-22.157,-10.119,16.888,1,-10.258,-93.167,107.111,-12.180,3.228,25.933
585.461,55,AR,B,1,Control Condition,Running Visualization,183.427,-72.116,145.073,-0.549,-3.924,120.633,1,-2.925,-100.947,97.392,-21.719,-9.521,18.627,1,-10.534,-90.926,106.123,-10.359,1.418,35.375
585.962,55,AR,B,1,Control Condition,Running Visualization,182.848,-72.035,145.523,0.917,-3.270,133.767,1,-4.721,-98.836,96.590,-20.400,-12.005,28.102,1,-13.839,-88.849,104.792,-11.565,-2.206,49.120
586.462,55,AR,B,1,Control Condition,Running Visualization,184.924,-73.381,144.634,-0.475,-5.262,144.763,1,-8.271,-98.232,95.979,-21.574,-13.072,38.446,1,-19.330,-89.548,103.049,-13.096,-5.623,62.155
586.963,55,AR,B,1,Control Condition,Running Visualization,188.748,-83.248,145.573,-2.667,-4.013,146.478,1,-18.833,-101.297,96.686,-19.082,-12.095,42.233,1,-31.796,-93.389,102.366,-10.830,-9.752,70.322
587.462,55,AR,B,1,Control Condition,Running Visualization,192.149,-88.861,143.263,-1.014,-3.088,145.449,1,-23.264,-106.314,93.389,-15.077,-12.650,40.179,1,-37.218,-96.368,100.139,-6.446,-7.682,77.017
587.963,55,AR,B,1,Control Condition,Running Visualization,194.817,-90.470,141.653,-0.956,-4.382,155.187,1,-25.240,-103.274,93.343,-15.875,-9.186,51.857,1,-42.780,-94.636,101.114,-3.387,-6.644,95.461
588.463,55,AR,B,1,Control Condition,Running Visualization,196.186,-90.317,141.601,-1.519,-3.924,152.507,1,-25.400,-104.765,92.679,-14.818,-9.366,50.935,1,-41.605,-95.706,100.237,-5.234,-9.954,92.458
588.961,55,AR,B,1,Control Condition,Running Visualization,197.304,-90.379,141.175,-0.537,-4.944,153.706,1,-25.255,-106.736,91.681,-15.168,-11.027,49.806,1,-41.313,-96.958,99.916,-6.843,-10.287,92.221
