Timestamp,ParticipantID,BetweenCondition,GroupType,ConditionOrder,ConditionName,StudyPhase,HMD_X,HMD_Y,HMD_Z,HMD_Roll,HMD_Pitch,HMD_Yaw,LeftController_IsTracked,LeftController_X,LeftController_Y,LeftController_Z,LeftController_Roll,LeftController_Pitch,LeftController_Yaw,RightController_IsTracked,RightController_X,RightController_Y,RightController_Z,RightController_Roll,RightController_Pitch,RightController_Yaw
379.044,43,AR,A,1,Control Condition,Running Visualization,126.855,-92.961,162.005,3.334,-5.205,109.304,1,-25.028,-59.889,79.232,64.854,-18.472,-9.033,1,-32.168,-40.567,116.066,-8.740,0.861,10.633
379.528,43,AR,A,1,Control Condition,Running Visualization,126.718,-90.897,162.577,2.414,-3.589,111.200,1,-24.122,-59.746,78.528,65.812,-19.747,-6.994,1,-30.866,-40.306,114.649,-11.857,0.654,12.671
380.029,43,AR,A,1,Control Condition,Running Visualization,119.755,-87.663,159.131,2.097,-21.865,115.641,1,-21.066,-54.871,79.660,61.133,-17.621,-10.744,1,-31.314,-30.085,94.882,-42.730,-17.129,22.696
380.542,43,AR,A,1,Control Condition,Running Visualization,117.725,-82.018,156.492,1.681,-31.322,122.275,1,-12.118,-53.193,80.626,62.830,-11.146,-9.335,1,-31.722,-25.471,90.530,-39.427,-19.049,38.635
381.029,43,AR,A,1,Control Condition,Running Visualization,125.527,-66.542,155.026,1.316,-35.208,147.396,1,3.900,-56.919,78.883,70.542,-11.970,23.695,1,-26.545,-35.766,83.515,-43.776,-26.400,78.972
381.529,43,AR,A,1,Control Condition,Running Visualization,131.678,-66.043,154.039,-9.876,-39.282,-166.574,1,5.861,-52.849,78.477,63.435,-13.577,45.493,1,-28.792,-44.380,83.630,-46.343,-27.555,100.698
382.029,43,AR,A,1,Control Condition,Running Visualization,135.406,-69.093,161.711,-2.273,-5.021,-158.838,1,4.733,-51.489,77.022,66.951,-19.042,50.623,1,-30.150,-44.348,82.562,-45.844,-30.432,107.521
382.529,43,AR,A,1,Control Condition,Running Visualization,136.076,-67.235,164.103,-0.060,8.189,-178.133,1,4.628,-52.132,76.047,72.000,-22.949,46.441,1,-29.418,-42.444,81.959,-47.152,-31.589,103.108
383.030,43,AR,A,1,Control Condition,Running Visualization,138.021,-63.667,164.871,-2.668,13.025,158.644,1,6.576,-56.044,76.370,72.448,-23.685,34.645,1,-25.624,-41.603,81.446,-48.582,-32.671,93.059
383.530,43,AR,A,1,Control Condition,Running Visualization,139.779,-61.155,164.796,-3.649,13.519,145.315,1,8.469,-59.187,78.562,72.142,-23.228,27.105,1,-21.814,-41.581,81.725,-48.794,-32.515,85.320
384.029,43,AR,A,1,Control Condition,Running Visualization,141.174,-59.979,164.223,-3.807,10.542,138.536,1,8.990,-61.500,78.889,72.202,-24.414,23.402,1,-19.921,-42.195,81.675,-48.836,-32.712,81.568
384.530,43,AR,A,1,Control Condition,Running Visualization,142.584,-59.681,164.620,-4.148,11.912,132.015,1,8.615,-63.691,78.926,71.389,-24.728,20.099,1,-19.502,-43.018,81.399,-48.799,-34.072,79.465
385.030,43,AR,A,1,Control Condition,Running Visualization,142.073,-58.361,165.016,-3.964,12.331,128.822,1,9.054,-64.960,78.533,72.191,-25.600,16.982,1,-18.260,-42.978,81.095,-49.370,-35.088,77.584
385.530,43,AR,A,1,Control Condition,Running Visualization,141.575,-56.811,165.053,-4.229,12.762,130.097,1,10.064,-65.975,77.872,72.713,-26.115,15.155,1,-16.589,-42.849,80.799,-50.196,-35.188,76.482
386.030,43,AR,A,1,Control Condition,Running Visualization,139.118,-62.226,165.660,0.148,16.831,166.672,1,8.565,-60.426,77.696,74.262,-26.402,30.493,1,-21.997,-41.878,81.254,-50.072,-33.640,90.894
386.530,43,AR,A,1,Control Condition,Running Visualization,133.094,-66.069,155.472,-1.971,-32.731,-176.381,1,5.947,-56.625,78.681,68.401,-18.470,42.188,1,-28.110,-41.922,81.094,-54.233,-38.177,105.659
387.031,43,AR,A,1,Control Condition,Running Visualization,130.875,-73.024,151.643,-8.273,-45.564,-161.056,1,1.790,-54.752,77.634,70.445,-16.524,50.031,1,-36.690,-43.411,81.302,-54.771,-36.381,111.234
387.530,43,AR,A,1,Control Condition,Running Visualization,125.918,-100.270,148.988,-11.196,-50.470,-161.746,1,-17.485,-48.880,78.928,67.584,-9.134,38.574,1,-63.998,-39.420,79.068,-54.581,-35.709,112.338
388.032,43,AR,A,1,Control Condition,Running Visualization,121.732,-119.674,149.475,-9.821,-52.615,-162.960,1,-33.436,-53.603,80.048,70.922,-14.368,25.695,1,-79.637,-41.201,77.021,-54.402,-42.562,115.095
388.530,43,AR,A,1,Control Condition,Running Visualization,119.707,-118.800,150.019,1.528,-49.661,175.686,1,-37.105,-49.099,80.545,68.741,-11.783,32.094,1,-79.589,-36.813,76.452,-53.448,-42.189,111.258
389.031,43,AR,A,1,Control Condition,Running Visualization,120.451,-113.817,150.635,7.898,-46.825,143.742,1,-38.429,-55.821,79.460,71.279,-13.205,15.500,1,-77.354,-33.989,75.953,-54.071,-42.303,99.152
389.531,43,AR,A,1,Control Condition,Running Visualization,123.518,-109.445,151.842,4.342,-44.156,130.812,1,-38.164,-59.144,79.992,69.780,-11.650,5.971,1,-73.762,-33.897,75.923,-57.178,-42.460,87.841
390.032,43,AR,A,1,Control Condition,Running Visualization,129.009,-103.071,151.319,6.663,-46.690,109.214,1,-38.273,-67.188,79.585,69.326,-12.080,-9.375,1,-68.005,-35.253,76.250,-61.115,-43.198,73.483
390.531,43,AR,A,1,Control Condition,Running Visualization,136.434,-98.679,150.405,7.986,-49.122,83.804,1,-45.460,-76.194,76.414,74.424,-17.978,-29.240,1,-60.196,-36.304,77.064,-63.377,-42.550,53.254
391.032,43,AR,A,1,Control Condition,Running Visualization,133.711,-100.758,156.939,-1.532,-25.193,100.420,1,-46.374,-78.020,77.393,75.367,-16.472,-28.014,1,-60.456,-36.958,76.018,-64.244,-42.328,52.698
391.532,43,AR,A,1,Control Condition,Running Visualization,130.446,-108.165,162.038,0.316,-3.722,113.264,1,-41.962,-70.858,79.177,70.072,-12.850,-15.442,1,-63.419,-35.230,76.532,-59.468,-41.176,60.111
392.032,43,AR,A,1,Control Condition,Running Visualization,122.860,-117.401,155.396,-2.495,-33.178,168.887,1,-38.444,-60.422,79.004,69.560,-12.148,0.942,1,-67.608,-31.900,81.665,-55.184,-27.970,66.094
392.533,43,AR,A,1,Control Condition,Running Visualization,121.921,-120.053,153.651,-1.392,-38.792,173.437,1,-39.449,-57.586,79.338,71.508,-11.730,9.147,1,-67.820,-11.639,94.580,-53.937,-6.646,87.415
393.032,43,AR,A,1,Control Condition,Running Visualization,120.573,-118.042,154.585,-0.357,-36.631,168.421,1,-38.800,-57.546,79.846,71.384,-10.166,7.466,1,-67.377,0.578,102.164,-53.818,6.605,95.159
393.533,43,AR,A,1,Control Condition,Running Visualization,121.478,-116.716,155.603,-0.902,-32.931,166.435,1,-38.103,-57.853,79.725,70.440,-9.986,6.022,1,-62.928,0.855,104.892,-87.518,25.242,69.630
394.033,43,AR,A,1,Control Condition,Running Visualization,120.293,-115.241,155.874,1.559,-32.437,156.088,1,-38.280,-57.985,80.556,72.410,-8.348,8.028,1,-62.008,-25.895,84.425,-52.841,-30.204,52.106
394.533,43,AR,A,1,Control Condition,Running Visualization,119.218,-114.885,154.362,3.094,-36.346,152.364,1,-39.455,-58.660,80.786,71.842,-7.761,6.954,1,-73.720,-31.601,75.822,-68.012,-42.267,80.325
395.032,43,AR,A,1,Control Condition,Running Visualization,119.821,-110.825,150.526,3.420,-49.261,142.562,1,-39.468,-63.319,80.664,74.126,-9.010,3.735,1,-79.441,-36.348,73.344,-79.058,-43.564,87.847
395.533,43,AR,A,1,Control Condition,Running Visualization,124.616,-99.233,148.730,3.291,-50.304,139.400,1,-28.431,-69.264,80.084,73.182,-7.111,0.754,1,-69.646,-39.065,72.811,-80.029,-41.783,88.850
396.034,43,AR,A,1,Control Condition,Running Visualization,135.307,-69.412,149.232,-2.831,-53.739,148.823,1,-3.703,-80.609,79.913,72.529,-11.835,3.934,1,-42.682,-47.453,77.369,-76.962,-32.028,100.028
396.534,43,AR,A,1,Control Condition,Running Visualization,135.792,-55.279,150.007,-2.670,-51.191,151.336,1,12.289,-80.434,80.518,70.191,-9.693,4.898,1,-35.180,-48.549,77.301,-80.828,-33.480,116.343
