Timestamp,ParticipantID,BetweenCondition,GroupType,ConditionOrder,ConditionName,StudyPhase,HMD_X,HMD_Y,HMD_Z,HMD_Roll,HMD_Pitch,HMD_Yaw,LeftController_IsTracked,LeftController_X,LeftController_Y,LeftController_Z,LeftController_Roll,LeftController_Pitch,LeftController_Yaw,RightController_IsTracked,RightController_X,RightController_Y,RightController_Z,RightController_Roll,RightController_Pitch,RightController_Yaw
486.810,41,VR,A,1,Control Condition,Running Visualization,166.205,-77.874,165.742,3.347,-8.036,126.833,1,-10.310,-102.570,85.528,65.933,-42.543,10.990,1,-19.463,-69.167,133.554,33.923,-3.515,23.657
487.308,41,VR,A,1,Control Condition,Running Visualization,166.011,-77.534,165.604,3.130,-8.714,126.505,1,-10.507,-102.576,85.457,65.917,-42.512,10.975,1,-19.280,-68.859,133.152,33.988,-4.426,23.987
487.795,41,VR,A,1,Control Condition,Running Visualization,165.463,-77.953,165.319,3.036,-10.037,130.688,1,-10.774,-101.549,85.116,64.749,-43.160,13.685,1,-21.359,-67.608,132.650,34.228,-5.070,28.651
488.308,41,VR,A,1,Control Condition,Running Visualization,163.390,-79.555,161.250,2.339,-27.870,151.209,1,7.594,-86.023,118.676,-24.946,-3.911,13.811,1,-46.374,-67.743,152.070,63.652,46.817,83.632
488.808,41,VR,A,1,Control Condition,Running Visualization,163.441,-81.941,158.185,1.849,-38.136,166.836,1,-14.277,-94.403,164.316,-101.885,73.232,-6.684,1,-50.063,-87.629,164.540,-14.856,82.421,15.461
489.294,41,VR,A,1,Control Condition,Running Visualization,165.812,-82.373,158.968,1.936,-34.803,168.072,1,-16.881,-97.121,164.265,-135.997,78.113,-34.858,1,-50.356,-91.501,164.162,-45.857,81.761,-8.882
489.794,41,VR,A,1,Control Condition,Running Visualization,167.685,-81.484,158.280,1.534,-36.679,163.806,1,-17.513,-99.184,164.126,-134.935,80.091,-32.094,1,-49.297,-91.226,164.561,-25.172,78.420,4.775
490.295,41,VR,A,1,Control Condition,Running Visualization,168.371,-80.831,158.261,1.390,-36.945,159.857,1,-13.880,-89.902,158.097,-38.343,53.979,61.926,1,-46.575,-77.839,160.340,40.146,50.109,68.331
490.794,41,VR,A,1,Control Condition,Running Visualization,168.314,-80.396,158.892,0.961,-35.121,158.503,1,-14.450,-89.686,157.398,-40.687,51.741,69.199,1,-41.336,-78.044,159.100,41.276,43.869,58.301
491.295,41,VR,A,1,Control Condition,Running Visualization,167.457,-81.214,159.939,1.466,-31.160,158.920,1,-16.237,-88.279,156.784,-37.335,52.608,75.628,1,-41.640,-77.607,158.976,42.226,44.982,55.370
491.795,41,VR,A,1,Control Condition,Running Visualization,164.487,-78.050,160.980,2.291,-24.972,160.784,1,-2.880,-79.005,116.111,4.126,1.226,45.248,1,-41.189,-62.027,124.655,17.798,-8.606,80.433
492.296,41,VR,A,1,Control Condition,Running Visualization,169.933,-56.486,159.622,3.109,-27.934,-177.719,1,19.126,-94.114,84.847,45.733,-38.046,55.551,1,-31.319,-89.782,84.581,-53.063,-50.092,124.205
492.795,41,VR,A,1,Control Condition,Running Visualization,176.254,-50.761,159.128,-0.471,-35.276,-171.053,1,24.733,-99.444,83.372,56.632,-43.960,59.403,1,-26.953,-103.744,84.047,-64.760,-58.344,137.923
493.295,41,VR,A,1,Control Condition,Running Visualization,182.106,-54.946,157.696,-0.978,-38.926,-175.406,1,17.784,-106.984,81.995,62.618,-41.516,49.673,1,-29.030,-101.818,84.253,-61.511,-53.011,117.303
493.794,41,VR,A,1,Control Condition,Running Visualization,185.362,-50.124,157.614,1.708,-39.470,-175.438,1,23.665,-109.802,82.597,66.773,-48.233,52.655,1,-25.211,-109.144,82.715,-68.877,-53.550,131.939
494.304,41,VR,A,1,Control Condition,Running Visualization,187.915,-44.010,158.944,0.303,-34.755,-176.875,1,30.516,-114.743,81.237,73.168,-49.482,47.740,1,-18.608,-111.523,82.897,-68.396,-54.513,127.211
494.803,41,VR,A,1,Control Condition,Running Visualization,185.444,-47.390,159.497,-0.123,-33.138,-179.426,1,22.240,-109.912,81.896,64.591,-48.703,53.798,1,-21.351,-104.993,83.758,-67.008,-53.811,116.928
495.304,41,VR,A,1,Control Condition,Running Visualization,184.473,-51.775,160.522,-0.077,-28.568,179.488,1,20.417,-108.224,81.550,69.560,-47.541,52.188,1,-24.233,-103.090,83.101,-66.742,-54.525,115.254
495.803,41,VR,A,1,Control Condition,Running Visualization,185.102,-55.172,160.167,0.837,-28.066,-179.592,1,17.310,-107.678,81.241,69.381,-45.643,47.435,1,-30.072,-103.712,81.998,-70.573,-53.128,119.094
496.304,41,VR,A,1,Control Condition,Running Visualization,186.388,-51.007,160.560,0.347,-29.532,-179.614,1,20.910,-109.545,82.104,71.523,-46.255,54.589,1,-25.416,-105.783,82.811,-64.845,-52.783,120.872
496.804,41,VR,A,1,Control Condition,Running Visualization,186.695,-47.995,159.924,-0.596,-32.116,-178.804,1,22.491,-110.888,81.654,71.263,-48.018,55.364,1,-24.001,-107.884,82.865,-68.678,-53.407,124.522
497.303,41,VR,A,1,Control Condition,Running Visualization,187.263,-46.784,159.910,-0.954,-31.843,-178.723,1,23.600,-110.744,81.553,70.724,-47.929,56.069,1,-22.272,-107.659,83.122,-67.928,-53.323,122.556
